ticker,direction,current_weight,target_weight,delta_weight,trade_value_usd,sector,regime,run_date
PFG,SELL,0.0542,0.05,-0.0042,-4260.6,Financials,recovery,2026-04-23
CNC,SELL,0.0188,0.0125,-0.0062,-6317.23,Healthcare,recovery,2026-04-23
DECK,SELL,0.0153,0.0098,-0.0054,-5466.9,Consumer Discretionary,recovery,2026-04-23
ACGL,SELL,0.0531,0.05,-0.0031,-3161.33,Financials,recovery,2026-04-23
KHC,SELL,0.0516,0.05,-0.0016,-1581.05,Consumer Staples,recovery,2026-04-23
TPR,BUY,0.0208,0.0377,0.017,17149.12,Consumer Discretionary,recovery,2026-04-23
APA,SELL,0.0333,0.024,-0.0094,-9458.44,Energy,recovery,2026-04-23
DG,SELL,0.0189,0.0115,-0.0073,-7421.08,Consumer Staples,recovery,2026-04-23
ABBV,BUY,0.045,0.05,0.005,5103.93,Healthcare,recovery,2026-04-23
CF,BUY,0.0,0.0201,0.0201,20376.56,Materials,recovery,2026-04-23
NOC,BUY,0.0,0.05,0.05,50572.87,Industrials,recovery,2026-04-23
CAG,BUY,0.0,0.0134,0.0134,13508.58,Consumer Staples,recovery,2026-04-23
VLO,BUY,0.0,0.0227,0.0227,23008.11,Energy,recovery,2026-04-23
KR,SELL,0.0532,0.0381,-0.0152,-15331.66,Consumer Staples,recovery,2026-04-23
EQT,SELL,0.0369,0.0232,-0.0138,-13907.82,Energy,recovery,2026-04-23
T,SELL,0.0542,0.05,-0.0042,-4252.25,Communication Services,recovery,2026-04-23
ARE,SELL,0.0351,0.0087,-0.0264,-26701.66,Real Estate,recovery,2026-04-23
HAL,BUY,0.0,0.0035,0.0035,3574.25,Energy,recovery,2026-04-23
VZ,SELL,0.0229,0.0117,-0.0113,-11387.6,Communication Services,recovery,2026-04-23
CRH,SELL,0.0267,0.0076,-0.0191,-19289.31,Materials,recovery,2026-04-23
NI,BUY,0.0232,0.0361,0.0129,13062.17,Utilities,recovery,2026-04-23
APTV,SELL,0.0328,0.0,-0.0328,-33167.35,,recovery,2026-04-23
CL,SELL,0.0052,0.0,-0.0052,-5276.88,,recovery,2026-04-23
CMCSA,SELL,0.0206,0.0,-0.0206,-20852.02,,recovery,2026-04-23
CTVA,SELL,0.0337,0.0,-0.0337,-34092.63,,recovery,2026-04-23
DELL,SELL,0.0077,0.0,-0.0077,-7769.52,,recovery,2026-04-23
GDDY,SELL,0.0412,0.0,-0.0412,-41692.56,,recovery,2026-04-23
IBKR,SELL,0.0048,0.0,-0.0048,-4863.32,,recovery,2026-04-23
LULU,SELL,0.0179,0.0,-0.0179,-18059.38,,recovery,2026-04-23
MTCH,SELL,0.0076,0.0,-0.0076,-7676.64,,recovery,2026-04-23
NEM,SELL,0.0145,0.0,-0.0145,-14651.56,,recovery,2026-04-23
TEL,SELL,0.0097,0.0,-0.0097,-9796.95,,recovery,2026-04-23
TRV,SELL,0.038,0.0,-0.038,-38402.5,,recovery,2026-04-23
ULTA,SELL,0.005,0.0,-0.005,-5019.61,,recovery,2026-04-23
UPS,SELL,0.0198,0.0,-0.0198,-20039.64,,recovery,2026-04-23
DLTR,SELL,0.016,0.0,-0.016,-16181.18,,recovery,2026-04-23
BBY,SELL,0.0216,0.0,-0.0216,-21825.76,,recovery,2026-04-23
ADBE,SELL,0.0086,0.0,-0.0086,-8740.14,,recovery,2026-04-23
BR,SELL,0.0098,0.0,-0.0098,-9891.2,,recovery,2026-04-23
